Id,SalePrice
1461,130000.0
1462,171752.73117798768
1463,184537.2940402959
1464,213678.94287531957
1465,189000.0
1466,178968.44357966984
1467,179900.0
1468,158983.94318646909
1469,192968.71327626216
1470,129500.0
1471,200835.83647430962
1472,100000.0
1473,105970.58853435588
1474,152000.0
1475,119762.41017232383
1476,336547.84686358913
1477,237774.0546766791
1478,286619.5026579078
1479,287023.2936846445
1480,341065.9794667943
1481,286780.8219045187
1482,213005.40726879713
1483,176963.44132754402
1484,162209.61048112737
1485,160830.21479787174
1486,192080.7649513563
1487,311506.5083263579
1488,258512.42994274324
1489,207500.0
1490,223603.58224245123
1491,187022.21240405945
1492,94017.50781456383
1493,193951.14257383725
1494,286963.3264795034
1495,286875.9652864297
1496,223235.33314199932
1497,187659.45752986835
1498,149487.68028366074
1499,147000.0
1500,145932.9057219048
1501,176000.0
1502,147165.54915111352
1503,243994.72680822655
1504,243571.80677500519
1505,238172.58288350175
1506,185903.8885681728
1507,248895.40842831862
1508,224304.10064933117
1509,155000.0
1510,144000.0
1511,144015.92782979028
1512,166922.24338718734
1513,153960.2547366791
1514,145000.0
1515,193011.36874999193
1516,173842.3591655679
1517,153508.43653030432
1518,130992.30206510685
1519,227838.062424522
1520,134000.0
1521,137500.0
1522,174000.0
1523,101972.79999454474
1524,124500.0
1525,129913.31685765859
1526,130928.40899537578
1527,118998.58472071409
1528,135000.8906355937
1529,135692.3389319043
1530,180879.7814396265
1531,124000.0
1532,108000.0
1533,140000.0
1534,111071.33242691758
1535,149883.2659052101
1536,117000.0
1537,99929.61920120927
1538,144000.0
1539,176000.0
1540,125500.0
1541,140000.0
1542,140000.0
1543,225113.19843423352
1544,91000.0
1545,110000.0
1546,125000.0
1547,130000.0
1548,129916.90275628118
1549,127870.3212867922
1550,136779.14916134905
1551,117763.2343437939
1552,146000.0
1553,139000.0
1554,116023.48241515951
1555,171712.46966147402
1556,106014.13168588697
1557,118000.0
1558,107921.64370156029
1559,124000.0
1560,128285.38515005252
1561,132500.0
1562,131500.0
1563,127893.21553938242
1564,173000.0
1565,145000.0
1566,235335.67170775612
1567,87205.5467564104
1568,237345.91163424385
1569,143000.0
1570,142000.0
1571,129137.08094307239
1572,149983.2722926237
1573,237668.83377881374
1574,128359.94994593355
1575,219044.62207484865
1576,246537.30310737755
1577,189000.0
1578,157301.80758166284
1579,145237.0938387693
1580,200000.0
1581,148350.4492513688
1582,120500.0
1583,286809.4623204167
1584,250000.0
1585,140000.0
1586,86826.15207952523
1587,100000.0
1588,144000.0
1589,110000.0
1590,132391.00950173242
1591,100000.0
1592,127500.0
1593,122000.0
1594,149900.0
1595,122193.16245747471
1596,210000.0
1597,149991.2084925429
1598,195970.94677833395
1599,169673.1186445497
1600,176864.37396311387
1601,89487.9015311148
1602,125000.0
1603,110000.0
1604,265977.2229365349
1605,265196.1895165733
1606,190000.0
1607,163960.46556680414
1608,212091.23751079352
1609,193960.3775453101
1610,157000.0
1611,143808.82093204226
1612,180000.0
1613,173000.0
1614,127831.50227416921
1615,96547.16732868778
1616,88000.0
1617,102915.53026421138
1618,125500.0
1619,134896.6491504247
1620,162977.61574321493
1621,133000.0
1622,132000.0
1623,266947.19311717356
1624,239125.7796605336
1625,139000.0
1626,175968.1834270068
1627,202405.80213182187
1628,274965.7002840805
1629,175000.0
1630,275000.0
1631,214118.3242736933
1632,244051.88490002917
1633,155106.85634483723
1634,184000.0
1635,180000.0
1636,160000.0
1637,185000.0
1638,212672.1373413161
1639,200000.0
1640,273041.85890023486
1641,193965.94648212448
1642,239000.0
1643,254950.60698019905
1644,239930.52054967135
1645,189000.0
1646,155000.0
1647,176960.84947236374
1648,131221.2371159946
1649,135929.78874775037
1650,119950.01484049267
1651,119567.0720373337
1652,105000.0
1653,98049.08707044399
1654,144376.23662839129
1655,140022.59456324863
1656,145000.0
1657,147534.93818163182
1658,145000.0
1659,130000.0
1660,149327.36709685103
1661,336641.38178362575
1662,332893.3095325438
1663,319942.8739272937
1664,295260.63337310083
1665,295419.1296641027
1666,302743.5314402028
1667,315000.0
1668,318812.7391542447
1669,277230.7070190311
1670,328130.1872949626
1671,286474.9513132388
1672,342203.83001508843
1673,312322.7488267204
1674,260984.30384571833
1675,202525.29811852754
1676,205000.0
1677,226963.70888057793
1678,289965.7452757701
1679,316071.66878361115
1680,328548.23893201293
1681,240000.0
1682,280097.5573105354
1683,187038.9178478635
1684,173908.43839270677
1685,165484.0464291736
1686,165497.71135951066
1687,154046.23577543686
1688,189000.0
1689,192788.08762904123
1690,194496.22465233013
1691,163850.1730071957
1692,260000.0
1693,156467.37665145757
1694,176321.82067983266
1695,158000.0
1696,287054.9599560865
1697,165477.28908880602
1698,307158.1404220124
1699,290000.0
1700,262951.5735941119
1701,277192.5857005075
1702,257805.03558980394
1703,274367.74287212605
1704,301196.4449984522
1705,244045.36715529274
1706,366043.3508166632
1707,215000.0
1708,209948.0070354469
1709,254572.2638214961
1710,239054.93853185434
1711,266340.7362777445
1712,265989.50896709156
1713,278444.8911697536
1714,230743.51643721422
1715,208996.59598442883
1716,182198.37698499835
1717,158831.79537580296
1718,139000.0
1719,191020.95725656027
1720,248866.01912825243
1721,164720.65247757058
1722,135000.0
1723,159251.42449184076
1724,207436.85944625398
1725,225000.0
1726,180500.0
1727,164675.86585933375
1728,183985.84372217994
1729,156000.0
1730,165602.22894816604
1731,111365.02936976947
1732,130000.0
1733,127399.63976396732
1734,129772.27774823325
1735,131313.58258962588
1736,112000.0
1737,237027.09221054506
1738,243793.6246407309
1739,207501.3289104746
1740,222367.42378665236
1741,181000.0
1742,175000.0
1743,181101.70536001222
1744,283143.0460567732
1745,204666.3527492157
1746,184106.11290871492
1747,227945.1452341041
1748,235000.0
1749,154285.66600239507
1750,142011.2650089425
1751,239000.0
1752,126008.37581781328
1753,153628.7228552849
1754,210116.3096562879
1755,183431.23611309583
1756,127000.0
1757,120499.75226962559
1758,133000.0
1759,154992.6598645967
1760,174087.48756157252
1761,144000.0
1762,173000.0
1763,176494.47834265095
1764,104980.26139531023
1765,177767.52289107733
1766,178000.0
1767,239834.13099947033
1768,140870.48350002003
1769,181823.8204382267
1770,148000.0
1771,129018.2703066326
1772,138112.79009006036
1773,128984.63663843514
1774,121701.87314427547
1775,133000.0
1776,125500.0
1777,121106.66932937753
1778,137500.0
1779,118148.02185643333
1780,190000.0
1781,132359.53293679754
1782,96638.40924159148
1783,136500.0
1784,110402.41576368235
1785,124000.0
1786,143000.0
1787,165294.22014766646
1788,88471.06864437956
1789,115000.0
1790,96100.94601126871
1791,180102.7412055762
1792,157000.0
1793,136000.0
1794,143000.0
1795,131929.42125357752
1796,116959.851249247
1797,125500.0
1798,120000.0
1799,120000.0
1800,119166.91371680796
1801,124000.0
1802,147000.0
1803,148003.4455931441
1804,144000.0
1805,137000.0
1806,118499.65872486685
1807,129000.0
1808,130000.0
1809,118644.11674939751
1810,145945.8609853251
1811,104914.08366042642
1812,105000.0
1813,119500.0
1814,102044.66540354976
1815,87271.67297039539
1816,100635.52444062498
1817,123767.00874612626
1818,142180.47821382902
1819,125000.0
1820,98379.73000380755
1821,111712.65145048875
1822,145000.0
1823,84776.88228181982
1824,141000.0
1825,135000.0
1826,99996.16677661239
1827,108405.82125795563
1828,139000.0
1829,120000.0
1830,145000.0
1831,137000.0
1832,118515.54334669231
1833,135000.0
1834,118000.0
1835,151000.0
1836,130000.0
1837,110244.47004175073
1838,120500.0
1839,96058.59900647639
1840,143349.20227726302
1841,143000.0
1842,93044.0159521793
1843,143000.0
1844,137240.1080649293
1845,140000.0
1846,154995.55876734148
1847,164000.0
1848,87560.66844614473
1849,128301.64840020462
1850,118000.0
1851,142500.0
1852,127000.0
1853,129918.78876891246
1854,163714.62942760665
1855,145000.0
1856,247888.60670567758
1857,165000.0
1858,136946.3291676099
1859,109900.0
1860,144698.9099093073
1861,109900.0
1862,233933.198142004
1863,224960.27565252507
1864,224960.27565252507
1865,275052.09545811516
1866,317983.97626636573
1867,231693.50812548035
1868,275951.4706569964
1869,215000.0
1870,228564.41097433437
1871,240000.0
1872,174973.2007752941
1873,239000.0
1874,143000.0
1875,212000.0
1876,206858.6287098552
1877,219426.58613033488
1878,222014.72829546343
1879,134543.18630581052
1880,135759.4313213687
1881,240000.0
1882,267967.40682638553
1883,186762.33718958142
1884,197721.18103848668
1885,235000.0
1886,275044.042769492
1887,220399.77609861572
1888,269934.39273958723
1889,159448.42017898205
1890,130000.0
1891,141908.20923028697
1892,107018.14922188756
1893,130000.0
1894,126923.78809200648
1895,141754.0290010021
1896,124699.05047851396
1897,120468.76104782659
1898,119000.0
1899,134893.42981950866
1900,139000.0
1901,156648.14591574957
1902,147000.0
1903,188422.784710923
1904,129000.0
1905,188978.231043315
1906,162092.83354779313
1907,207518.85155960332
1908,114643.67650235415
1909,129000.0
1910,118000.0
1911,202503.8348137492
1912,235000.0
1913,145713.76752997062
1914,89452.35922864433
1915,276095.07283994847
1916,106502.97506797637
1917,269673.35588037333
1918,139000.0
1919,160000.0
1920,161035.25340841085
1921,340774.4393861477
1922,301248.6697813873
